#theta/rad	Drehmoment[mu_0/(4*pi) M^2/a^3] Ferro durch Ableitung	Drehmoment[mu_0/(4*pi) M^2/a^3] Antiferro durch Ableitung	Drehmoment[mu_0/(4*pi) M^2/a^3] Ferro durch Kreuz	Drehmoment[mu_0/(4*pi) M^2/a^3] Antiferro durch Kreuz
-3.14159	1.7763568e-13	4.4408921e-14		1.0040255e-15		2.3454295e-16
-3.10159	0.36098365	0.043448911		0.36098966		0.043449635
-3.06159	0.72138979	0.086828313		0.72140182		0.086829761
-3.02159	1.0806419	0.13006881		1.0806599		0.13007098
-2.98159	1.4381652	0.17310122		1.4381891		0.17310411
-2.94159	1.7933877	0.21585671		1.7934176		0.21586031
-2.90159	2.1457412	0.25826687		2.1457769		0.25827118
-2.86159	2.4946619	0.30026386		2.4947035		0.30026887
-2.82159	2.8395918	0.3417805		2.8396391		0.34178619
-2.78159	3.1799788	0.38275036		3.1800318		0.38275673
-2.74159	3.5152787	0.42310789		3.5153372		0.42311495
-2.70159	3.8449548	0.46278855		3.8450188		0.46279626
-2.66159	4.1684798	0.50172884		4.1685492		0.50173721
-2.62159	4.4853361	0.53986648		4.4854108		0.53987548
-2.58159	4.7950168	0.57714044		4.7950967		0.57715006
-2.54159	5.0970266	0.6134911		5.0971115		0.61350133
-2.50159	5.3908821	0.64886031		5.390972		0.64887112
-2.46159	5.6761135	0.68319148		5.6762081		0.68320286
-2.42159	5.9522642	0.71642968		5.9523634		0.71644162
-2.38159	6.2188926	0.74852176		6.2189963		0.74853423
-2.34159	6.4755721	0.77941635		6.47568		0.77942935
-2.30159	6.7218921	0.80906405		6.7220041		0.80907754
-2.26159	6.9574584	0.83741742		6.9575744		0.83743138
-2.22159	7.1818943	0.8644311		7.182014		0.86444551
-2.18159	7.3948408	0.89006187		7.394964		0.89007671
-2.14159	7.595957	0.91426874		7.5960836		0.91428398
-2.10159	7.7849214	0.93701297		7.7850511		0.93702858
-2.06159	7.9614315	0.95825818		7.9615642		0.95827415
-2.02159	8.125205	0.97797038		8.1253404		0.97798668
-1.98159	8.27598	0.99611803		8.2761179		0.99613463
-1.94159	8.4135151	1.0126721		8.4136553		1.012689
-1.90159	8.5375904	1.0276061		8.5377327		1.0276233
-1.86159	8.6480074	1.0408962		8.6481515		1.0409135
-1.82159	8.7445894	1.0525211		8.7447352		1.0525386
-1.78159	8.8271819	1.0624621		8.8273291		1.0624798
-1.74159	8.8956529	1.0707034		8.8958011		1.0707213
-1.70159	8.9498927	1.0772319		8.9500418		1.0772498
-1.66159	8.9898145	1.082037		8.9899644		1.082055
-1.62159	9.0153546	1.085111		9.0155049		1.0851291
-1.58159	9.026472	1.0864492		9.0266225		1.0864673
-1.54159	9.0231491	1.0860492		9.0232994		1.0860673
-1.50159	9.0053909	1.0839118		9.005541		1.0839299
-1.46159	8.9732261	1.0800404		8.9733757		1.0800584
-1.42159	8.9267061	1.0744411		8.9268549		1.074459
-1.38159	8.8659052	1.0671229		8.866053		1.0671407
