#theta/rad	Drehmoment[mu_0/(4*pi) M^2/a^3] Ferro durch Ableitung	Drehmoment[mu_0/(4*pi) M^2/a^3] Antiferro durch Ableitung	Drehmoment[mu_0/(4*pi) M^2/a^3] Ferro durch Kreuz	Drehmoment[mu_0/(4*pi) M^2/a^3] Antiferro durch Kreuz
-3.14159	4.4408921e-14	5.5511151e-14		5.5721429e-16		1.2858791e-16
-3.10159	0.18194844	0.041988101		0.18195147		0.041988801
-3.06159	0.3636058	0.08390903		0.36361186		0.083910429
-3.02159	0.54468147	0.12569572		0.54469054		0.12569782
-2.98159	0.72488576	0.16728133		0.72489784		0.16728412
-2.94159	0.90393039	0.20859932		0.90394546		0.2086028
-2.90159	1.0815289	0.2495836		1.081547		0.24958776
-2.86159	1.2573972	0.29016859		1.2574182		0.29017343
-2.82159	1.431254	0.33028938		1.4312779		0.33029489
-2.78159	1.602821	0.36988178		1.6028478		0.36988794
-2.74159	1.7718239	0.40888244		1.7718535		0.40888926
-2.70159	1.9379923	0.44722898		1.9380246		0.44723644
-2.66159	2.1010602	0.48486005		2.1010952		0.48486813
-2.62159	2.2607669	0.52171545		2.2608046		0.52172414
-2.58159	2.4168569	0.55773621		2.4168972		0.55774551
-2.54159	2.5690804	0.59286472		2.5691233		0.5928746
-2.50159	2.717194	0.62704476		2.7172393		0.62705521
-2.46159	2.8609606	0.66022167		2.8610083		0.66023268
-2.42159	3.0001503	0.69234237		3.0002003		0.69235391
-2.38159	3.1345403	0.72335546		3.1345926		0.72336752
-2.34159	3.2639158	0.75321134		3.2639702		0.7532239
-2.30159	3.3880697	0.78186224		3.3881262		0.78187528
-2.26159	3.5068035	0.80926233		3.5068619		0.80927582
-2.22159	3.619927	0.83536778		3.6199874		0.8353817
-2.18159	3.7272595	0.86013681		3.7273216		0.86015115
-2.14159	3.8286292	0.88352981		3.828693		0.88354453
-2.10159	3.9238738	0.90550935		3.9239392		0.90552444
-2.06159	4.0128411	0.92604026		4.012908		0.9260557
-2.02159	4.0953888	0.94508971		4.095457		0.94510546
-1.98159	4.1713846	0.96262722		4.1714541		0.96264326
-1.94159	4.2407072	0.97862473		4.2407778		0.97864104
-1.90159	4.3032455	0.99305665		4.3033172		0.9930732
-1.86159	4.3588995	1.0058999		4.3589722		1.0059167
-1.82159	4.4075802	1.0171339		4.4076537		1.0171509
-1.78159	4.4492098	1.0267407		4.4492839		1.0267578
-1.74159	4.4837215	1.034705		4.4837963		1.0347222
-1.70159	4.5110603	1.0410139		4.5111355		1.0410313
-1.66159	4.5311823	1.0456575		4.5312578		1.0456749
-1.62159	4.5440554	1.0486282		4.5441312		1.0486457
-1.58159	4.549659	1.0499213		4.5497348		1.0499388
-1.54159	4.5479841	1.0495348		4.5480599		1.0495523
-1.50159	4.5390334	1.0474692		4.539109		1.0474867
-1.46159	4.5228212	1.043728		4.5228966		1.0437454
